boostclock,brand,chipmake,coreclock,gpu,memoryclock,memoryinterface,memorysize,memorytype,model,price,productname,rank,rating,url
,,,,,,,,,,708.90,MAXSUN GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti TF4GM4 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI  GPU,152,Rating + 3,https://www.newegg.com/maxsun-geforce-gtx-1050-ti-gtx-1050ti-tf4gm4/p/1FT-009J-00023
,,,,,,,,,,229.99,MSI GeForce RTX 3090 RTX 3090 SUPRIM X 24G 24GB 384-Bit GDDR6X Video Card,147,Rating + 4,https://www.newegg.com/msi-geforce-rtx-3090-rtx3090-suprim-x-24g/p/N82E16814137610
,,,,,,,,,,48.55,MSI NVIDIA GeForce GT 1030 2GD4 LP OC 2GB DDR4 HDMI/DisplayPort Low Profile,150,Rating + 3,https://www.newegg.com/msi-nvidia-geforce-gt-1030/p/1FT-0009-00416
,,,,,,,,,,698.97,XFX Radeon HD 4650 DirectX 10.1 HD-465X-ZDF2 1GB 128-Bit DDR2 PCI Express 2.0 x16 HDCP Ready Video Card,145,Rating + 4,https://www.newegg.com/xfx-radeon-hd-4650-hd-465x-zdf2/p/N82E16814150396
,,,,,,,,,,48.55,MSI GeForce GT 710 2GB DirectX 12 GT 710 2GD3H LP 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Graphics Card,149,Rating + 3,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3h-lp/p/1FT-0009-000Y8
,,,,,,,,,,71.49,"XFX Radeon RX 580 GTS Black Edition 1405 MHz OC+, 8GB 256-bit GDDR5, DX12 VR Ready, Double Dissipation, Dual BIOS, PCI-E AMD Graphics Card (RX-580P828D6)",144,Rating + 4,https://www.newegg.com/xfx-radeon-rx-580-rx-580p828d6/p/N82E16814150794
,,,,,,,,,,698.97,MAXSUN GeForce GT 1030 2GB 64-Bit GDDR5 Support 4K DirectX 12 Shader Model 5.0 OpenGL 4.5,146,Rating + 4,https://www.newegg.com/maxsun-geforce-gt-1030-gt-1030-tf-2g/p/1FT-009J-00025
,,,,,,,,,,71.49,"GIGABYTE GeForce GTX 1660 OC 6G Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR5, GV-N1660OC-6GD Video Card",143,Rating + 4,https://www.newegg.com/gigabyte-geforce-gtx-1660-gv-n1660oc-6gd/p/N82E16814932138
,,,,,,,,,,919.99,Dell Optiplex 740 750 3010 3020 7010 7020 9010 9020 SFF GT 610 1GB PCI Express 2.0 x16 DVI+HDMI Single Slot Low Profile Video Graphics Card,140,Rating + 3,https://www.newegg.com/p/1FT-000X-000P9
,,,,,,,,,,475.99,ASUS Radeon RX 560 4GB EVO OC Edition GDDR5 DP HDMI DVI AMD Graphics Card (RX560-O4G-EVO),138,Rating + 5,https://www.newegg.com/asus-radeon-rx-560-rx560-o4g-evo/p/N82E16814126223
,,,,,,,,,,79.99,EVGA GeForce GT 1030 DirectX 12 02G-P4-6338-KR 2GB 64-Bit GDDR5 PCI Express 3.0 Video Card,142,Rating + 4,https://www.newegg.com/evga-geforce-gt-1030-02g-p4-6338-kr/p/1FT-001K-003G8
,,,,,,,,,,708.90,MAXSUN GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti TM4GM4 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI  GPU,137,Rating + 3,https://www.newegg.com/maxsun-geforce-gtx-1050-ti-gtx-1050ti-tm4gm4/p/1FT-009J-00011
,,,,,,,,,,79.99,PNY GeForce GT 710 DirectX 12 VCGGT7102XPB 2GB 64-Bit DDR3 PCI Express 2.0 x8 Low Profile Video Card,141,Rating + 4,https://www.newegg.com/pny-geforce-gt-710-vcggt7102xpb/p/N82E16814133621
,,,,,,,,,,919.99,"CORN GTX 750Ti 128-Bit 2GB GDDR5 Graphic Card with dual fans DirectX12 Video Card GPU PCI Express 3.0 VGA/DVI/HDMI,Play for LOL,PUBG,OW,War Thunder etc.",139,Rating + 3,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-750-ti/p/1FT-0040-00080
,,,,,,,,,,229.99,"EVGA GeForce RTX 3090 FTW3 ULTRA GAMING Video Card, 24G-P5-3987-KR, 24GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate",134,Rating + 4,https://www.newegg.com/evga-geforce-rtx-3090-24g-p5-3987-kr/p/N82E16814487526
,,,,,,,,,,229.99,GIGABYTE AORUS GeForce RTX 3080 DirectX 12 GV-N3080AORUSX W-10GD 10GB 320-Bit GDDR6X PCI Express 4.0 x16 ATX Video Card,133,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-3080-gv-n3080aorusx-w-10gd/p/N82E16814932372
,,,,,,,,,,708.90,"EVGA GeForce GTX 1660 Ti XC Black Gaming, 6GB GDDR6, HDB Fan Graphics Card 06G-P4-1261-KR",136,Rating + 3,https://www.newegg.com/evga-geforce-gtx-1660-ti-06g-p4-1261-kr/p/1FT-001K-004S9
,,,,,,,,,,71.49,GIGABYTE GeForce GTX 1660 SUPER DirectX 12 GV-N166SGAMING OC-6GD 6GB 192-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,130,Rating + 4,https://www.newegg.com/gigabyte-geforce-gtx-1660-super-gv-n166sgaming-oc-6gd/p/N82E16814932269
,,,,,,,,,,48.55,VisionTek Radeon 7000 DirectX 7 VTK Rad7K 64P 64MB 64-Bit DDR PCI Video Card,135,Rating + 3,https://www.newegg.com/visiontek-radeon-7000-vtk-rad7k-64p/p/N82E16814129042
,,,,,,,,,,71.49,ASUS GeForce RTX 2070 Super Overclocked 8G EVO GDDR6 Dual-Fan Edition  HDMI DisplayPort Gaming Graphics Card (DUAL-RTX2070S-O8G-EVO),129,Rating + 4,https://www.newegg.com/asus-geforce-rtx-2070-super-dual-rtx2070s-o8g-evo/p/N82E16814126332
,,,,,,,,,,698.97,"MSI GeForce GTX 1050 Ti 4GT LP Graphics Card, PCI-E x16, No SLI, Low Profile",131,Rating + 4,https://www.newegg.com/msi-gtx1050ti4gtlp/p/1FT-0009-004M5
,,,,,,,,,,79.99,EVGA GeForce 8400 GS DirectX 10 512-P3-1301-KR 512MB 32-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,128,Rating + 4,https://www.newegg.com/evga-geforce-8400-gs-512-p3-1301-kr/p/N82E16814130608
,,,,,,,,,,79.99,MSI GeForce GT 1030 DirectX 12 GT 1030 2GD4 LP OC 2GB 64-Bit DDR4 PCI Express 3.0 x16 (Uses x4) HDCP Ready Low Profile Video Card,127,Rating + 4,https://www.newegg.com/msi-geforce-gt-1030-gt-1030-2gd4-lp-oc/p/N82E16814137318
,,,,,,,,,,919.99,EVGA GeForce GT 710 DirectX 12 02G-P3-2717-KR 2GB 64-Bit DDR3 PCI Express 2.0 Video Card,126,Rating + 3,https://www.newegg.com/evga-geforce-gt-710-02g-p3-2717-kr/p/N82E16814487217
,,,,,,,,,,919.99,"ViewMax ENIGMAX Radeon RX 560 4GB GDDR5 128-Bit DirectX 12 PCI Express 3.0 DVI-D Dual Link, HDMI, DisplayPort, PRO Gaming Edition",125,Rating + 3,https://www.newegg.com/viewmax-radeon-rx-560-vx-rx5604gbd5/p/27N-0051-00003
,,,,,,,,,,708.90,ASUS ROG Strix GeForce GTX 1650 4GB Edition HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1650-4G-GAMING),124,Rating + 3,https://www.newegg.com/asus-geforce-gtx-1650-rog-strix-gtx1650-4g-gaming/p/N82E16814126320
,,,,,,,,,,708.90,"EVGA P104-100 Mining Edition, 04G-P4-5183-RB",123,Rating + 3,https://www.newegg.com/p/30U-004K-00020
,,,,,,,,,,229.99,ASUS TUF Gaming GeForce RTX 3070 DirectX 12 TUF-RTX3070-O8G-GAMING 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,122,Rating + 4,https://www.newegg.com/asus-geforce-rtx-3070-tuf-rtx3070-o8g-gaming/p/N82E16814126461
,,,,,,,,,,229.99,MSI GeForce RTX 3070 DirectX 12 RTX 3070 VENTUS 2X OC 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,121,Rating + 4,https://www.newegg.com/msi-geforce-rtx-3070-rtx-3070-ventus-2x-oc/p/N82E16814137602
,,,,,,,,,,698.97,GIGABYTE RTX 2080 TI 11GB GDDR6 GV-N208TWF3-11GC PCI Express 3.0 x16 Video Card,132,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2080-ti-gv-n208twf3-11gc/p/N82E16814932079
,,,,,,,,,,698.97,MAXSUN GeForce GT 1030 Low Profile 2GB 64-Bit GDDR5 Support 4K DirectX 12 Shader Model 5.0 OpenGL 4.5,119,Rating + 4,https://www.newegg.com/maxsun-geforce-gt-1030-gt-1030-hh-2g-m-3/p/1FT-009J-00024
,,,,,,,,,,71.49,MSI GeForce GTX 1660 Ventus XS 6G OC Graphics Cards GeForce GTX 1660 Ventus XS 6G OC,117,Rating + 4,https://www.newegg.com/p/2RC-00VZ-000E7
,,,,,,,,,,698.97,MSI GTX 1050 TI 4GT OC GeForce GTX 1050 Ti Graphic Card - 1.34 GHz Core - 1.46 GHz Boost Clock - 4 GB GDDR5,120,Rating + 4,https://www.newegg.com/p/1FT-0009-00144
,,,,,,,,,,71.49,ASUS GeForce GTX 1050 Ti 4GB PHOENIX Fan Edition DVI-D HDMI DP 1.4 Gaming Graphics Card (PH-GTX1050Ti-4G),118,Rating + 4,https://www.newegg.com/asus-geforce-gtx-1050-ti-ph-gtx1050ti-4g/p/N82E16814126170
,,,,,,,,,,79.99,CORN NVIDIA GeForce GTX 650 1GB 128-Bit DDR5 Graphic Card random color Video Card GPU GTX650-DCO-1GD5 DirectX 11 PCI Express 3.0 HDCP DVI/VGA/HDMI,115,Rating + 4,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650/p/1FT-0040-00002
,,,,,,,,,,708.90,ASUS ROG Strix GeForce GTX 1650 Advanced Overclocked 4GB Edition HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1650-A4G-GAMING),111,Rating + 3,https://www.newegg.com/asus-geforce-gtx-1650-rog-strix-gtx1650-a4g-gaming/p/N82E16814126319
,,,,,,,,,,79.99,XFX Radeon RX 550 DirectX 12 RX-550P4SFG5 4GB 128-Bit DDR5 PCI Express 3.0 Video Card,116,Rating + 4,https://www.newegg.com/xfx-radeon-rx-550-rx-550p4sfg5/p/N82E16814150811
,,,,,,,,,,708.90,"ZOTAC GAMING GeForce RTX 2070 SUPER MINI 8GB GDDR6 256-bit 14 Gbps Gaming Graphics Card, IceStorm 2.0, Super Compact, ZT-T20710E-10M",112,Rating + 3,https://www.newegg.com/zotac-geforce-rtx-2070-super-zt-t20710e-10m/p/N82E16814500477
,,,,,,,,,,919.99,ASUS ROG Strix Radeon RX 580 T8G Gaming Top OC Edition GDDR5 DP HDMI DVI VR Ready AMD Graphics Card (ROG-STRIX-RX580-T8G-GAMING),114,Rating + 3,https://www.newegg.com/asus-radeon-rx-580-rog-strix-rx580-t8g-gaming/p/N82E16814126192
,,,,,,,,,,229.99,MSI GeForce RTX 3080 DirectX 12 RTX 3080 VENTUS 3X 10G OC 10GB 320-Bit GDDR6X PCI Express 4.0 HDCP Ready Video Card,110,Rating + 4,https://www.newegg.com/msi-geforce-rtx-3080-rtx-3080-ventus-3x-10g-oc/p/N82E16814137598
,,,,,,,,,,71.49,MAXSUN GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti TF4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI  GPU,106,Rating + 4,https://www.newegg.com/maxsun-geforce-gtx-1050-ti-gtx-1050ti-tf4g/p/1FT-009J-00022
,,,,,,,,,,71.49,GIGABYTE GeForce RTX 2070 SUPER DirectX 12 GV-N207SWF3-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,105,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2070-super-gv-n207swf3-8gd-ver-1-1/p/N82E16814932325
,,,,,,,,,,698.97,GIGABYTE NVIDIA GeForce GT 1030 Low Profile 2G Computer Graphics Card,108,Rating + 4,https://www.newegg.com/gigabyte-geforce-gt-1030-gv-n1030d5-2gl/p/1FT-000A-000W8
,,,,,,,,,,919.99,MSI GeForce GT 710 DirectX 12 GT 710 2GD3H LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,113,Rating + 3,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3h-lp/p/N82E16814127933
,,,,,,,,,,229.99,"GIGABYTE Radeon RX 580 GAMING 8G (rev. 2.0) Graphics Card, PCIe 3.0, 8GB 256-Bit GDDR5, GV-RX580GAMING-8GD REV2.0 Video Card",109,Rating + 4,https://www.newegg.com/gigabyte-radeon-rx-580-gv-rx580gaming-8gd-rev2-0/p/N82E16814932247
,,,,,,,,,,698.97,"GIGABYTE GeForce GTX 1050 Ti OC Low Profile 4GB Video Card, GBTGV-N105TOC-4GL",107,Rating + 4,https://www.newegg.com/gigabyte-geforce-gtx-1050-ti-gv-n105toc-4gl/p/1FT-000A-00149
,,,,,,,,,,79.99,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,104,Rating + 4,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-gaming-x-4g/p/1FT-0009-001D8
,,,,,,,,,,79.99,ZOTAC GeForce GT 710 DirectX 12 ZT-71304-20L 1GB 64-Bit DDR3 PCI Express x1 HDCP Ready Video Card,103,Rating + 4,https://www.newegg.com/zotac-geforce-gt-710-zt-71304-20l/p/N82E16814500395
,,,,,,,,,,708.90,"GIGABYTE Radeon RX 5500 XT OC 4G (rev. 2.0) Graphics Card, PCIe 4.0, 4GB 128-Bit GDDR6, GV-R55XTOC-4GD Video Card",100,Rating + 3,https://www.newegg.com/gigabyte-radeon-rx-5500-xt-gv-r55xtoc-4gd/p/N82E16814932356
,,,,,,,,,,229.99,ASUS Dual GeForce RTX 3060 Ti DUAL-RTX3060TI-O8G 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,97,Rating + 4,https://www.newegg.com/asus-geforce-rtx-3060-ti-dual-rtx3060ti-o8g/p/N82E16814126468
,,,,,,,,,,229.99,GIGABYTE Radeon RX 5600 XT DirectX 12 GV-R56XTGAMING OC-6GD rev. 2.0 6GB 192-Bit GDDR6 PCI Express 4.0 x16 ATX Video Card,96,Rating + 4,https://www.newegg.com/gigabyte-radeon-rx-5600-xt-gv-r56xtgaming-oc-6gd-rev-2-0/p/N82E16814932307
,,,,,,,,,,919.99,"Biostar OC Gaming Radeon RX 560 4GB GDDR5 128-Bit DirectX 12, PCI Express 3.0 x16, DVI-D, Dual Link, HDMI, DisplayPort and VORTEX Dual Cooling Fan",102,Rating + 3,https://www.newegg.com/biostar-radeon-rx-560-va5615rf41/p/27N-002J-00008
,,,,,,,,,,708.90,PNY GeForce GTX 1660 Graphic Card - 1.53 GHz Core - 1.83 GHz Boost Clock - 6 GB GDDR5 - Dual Slot Space Required,99,Rating + 3,https://www.newegg.com/p/N82E16814133794
,,,,,,,,,,71.49,XFX Radeon RX 580 DirectX 12 RX-580P8DFD6 XXX Edition 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,94,Rating + 4,https://www.newegg.com/xfx-radeon-rx-580-rx-580p8dfd6/p/N82E16814150803
,,,,,,,,,,71.49,"EVGA GeForce RTX 2080 SUPER XC ULTRA GAMING Video Card, 08G-P4-3183-KR, 8GB GDDR6, RGB LED, Metal Backplate",93,Rating + 4,https://www.newegg.com/evga-geforce-rtx-2080-super-08g-p4-3183-kr/p/N82E16814487465
,,,,,,,,,,919.99,MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LPV1 1GB 64-Bit DDR3 PCI Express 2.0 x8 HDCP Ready Low Profile Video Card,101,Rating + 3,https://www.newegg.com/msi-geforce-gt-710-gt-710-1gd3h-lpv1/p/N82E16814127930
,,,,,,,,,,919.99,EVGA 200 GeForce 210 DirectX 10.1 01G-P3-1312-LR 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,91,Rating + 3,https://www.newegg.com/evga-geforce-210-01g-p3-1312-lr/p/N82E16814130586
,,,,,,,,,,698.97,PNY GeForce GTX 1060 DirectX 12 VCGGTX10606PB 6GB 192-Bit GDDR5 PCI Express 3.0 x16 Video Card,95,Rating + 4,https://www.newegg.com/pny-geforce-gtx-1060-vcggtx10606pb/p/N82E16814133631
,,,,,,,,,,785.59,VisionTek VTKRAD7K64P Radeon 7000 64MB DDR PCI Video Card,98,Rating + 5,https://www.newegg.com/visiontek-radeon-7000-vtkrad7k64p/p/N82E16814129061
,,,,,,,,,,79.99,CORN GTX 650 Ti 128-Bit 2GB GDDR5 Graphic Card DirectX11 Video Card GPU DVI/DP/HDMI,92,Rating + 4,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650ti/p/1FT-0040-00014
,,,,,,,,,,919.99,"CORN AMD RX560 128-Bit 4GB GDDR5 Graphic Card support DirectX12 with dual fans Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",90,Rating + 3,https://www.newegg.com/p/1FT-0040-00059
,,,,,,,,,,229.99,ASUS Dual GeForce RTX 3070 DirectX 12 DUAL-RTX3070-8G 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card,85,Rating + 4,https://www.newegg.com/asus-geforce-rtx-3070-dual-rtx3070-8g/p/N82E16814126460
,,,,,,,,,,708.90,GIGABYTE GeForce GTX 1650 DirectX 12 GV-N1656OC-4GD 4GB 128-Bit GDDR6 PCI Express 3.0 x16 mini-ITX Video Card,89,Rating + 3,https://www.newegg.com/gigabyte-geforce-gtx-1650-gv-n1656oc-4gd/p/N82E16814932287
,,,,,,,,,,229.99,MSI GeForce RTX 3080 DirectX 12 RTX 3080 GAMING X TRIO 10G 10GB 320-Bit GDDR6X PCI Express 4.0 HDCP Ready Video Card,84,Rating + 4,https://www.newegg.com/msi-geforce-rtx-3080-rtx-3080-gaming-x-trio-10g/p/N82E16814137597
,,,,,,,,,,708.90,"CORN AMD Chipset RX480 performance like 580,256-Bit 8GB GDDR5 Graphic Card support DirectX12 with dual fans Video Card RX 480 GPU PCI Express 3.0 DP/DVI-D/HDMI,Play for LOL,DOTA,COD,War Thunder etc.",88,Rating + 3,https://www.newegg.com/p/27N-003A-00015
,,,,,,,,,,71.49,GIGABYTE GeForce RTX 2060 SUPER DirectX 12 GV-N206SWF2-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,83,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2060-super-gv-n206swf2-8gd/p/N82E16814932335
,,,,,,,,,,785.59,"MQX POWER GeForce GT610 1GB PCI VGA,DVI,HDMI 3D Video Card Graphics",86,Rating + 5,https://www.newegg.com/p/1FT-00AS-00002
,,,,,,,,,,71.49,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 SUPER VENTUS GP OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,82,Rating + 4,https://www.newegg.com/msi-geforce-rtx-2070-super-rtx-2070-super-ventus-gp-oc/p/N82E16814137528
,,,,,,,,,,799.99,"Biostar Gaming Radeon RX 550 4GB GDDR5 128-Bit DirectX 12 PCI Express 3.0 DVI-D Dual Link, HDMI, DisplayPort",80,Rating + 4,https://www.newegg.com/biostar-radeon-rx-550-va5505rf41/p/27N-002J-00007
,,,,,,,,,,785.59,"Visiontek Radeon HD 7750 SFF 1GB DDR3 3M (2 x HDMI, Mini DP), 900574",77,Rating + 5,https://www.newegg.com/visiontek-radeon-hd-7750-900574/p/N82E16814129271
,,,,,,,,,,229.99,"ASRock Phantom Gaming D Radeon RX 5500 XT 8G OC Video Card, RX5500XT PGD 8GO",76,Rating + 4,https://www.newegg.com/asrock-radeon-rx-5500-xt-rx5500xt-pgd-8go/p/N82E16814930027
,,,,,,,,,,919.99,"GIGABYTE AORUS GeForce RTX 2070 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N207SAORUS-8GC Video Card",81,Rating + 3,https://www.newegg.com/gigabyte-geforce-rtx-2070-super-gv-n207saorus-8gc/p/N82E16814932170
,,,,,,,,,,708.90,"GIGABYTE Radeon RX 5700 XT GAMING OC 8G Graphics Card, PCIe 4.0, 8GB 256-Bit GDDR6, GV-R57XTGAMING OC-8GD Video Card",79,Rating + 3,https://www.newegg.com/gigabyte-radeon-rx-5700-xt-gv-r57xtgaming-oc-8gd/p/N82E16814932208
,,,,,,,,,,785.59,"ASUS NVIDIA GeForce GT 710 Graphics Card (PCIe 2.0, 2GB GDDR5 Memory, 4 x HDMI Ports, Single-slot Design, Passive Cooling)",78,Rating + 5,https://www.newegg.com/asus-geforce-gt-710-gt710-4h-sl-2gd5/p/N82E16814126433
,,,,,,,,,,71.49,"CORN GTX650 128-Bit 1GB GDDR5 Graphic Card with fan Video Card GPU Support DirectX11PCI Express 3.0 VGA/DVI-D/HDMI,Play for LOL,PUBG,OW,APex,CSGO etc.",75,Rating + 4,https://www.newegg.com/corn-electronics-nvidia-geforce-gtx-650/p/1FT-0040-00049
,,,,,,,,,,799.99,"Biostar Gaming Radeon RX 550 2GB GDDR5 128-Bit DirectX 12 PCI Express 3.0 x16 DVI-D Dual Link, HDMI, DisplayPort",73,Rating + 4,https://www.newegg.com/biostar-radeon-rx-550-va5505rf21/p/27N-002J-00006
,,,,,,,,,,799.99,EVGA GeForce GTX 1060 DirectX 12 06G-P4-6262-KR 6GB 192-Bit GDDR5 PCI Express 3.0 Video Card,72,Rating + 4,https://www.newegg.com/evga-geforce-gtx-1060-06g-p4-6262-kr/p/N82E16814487280
,,,,,,,,,,785.59,"Visiontek Radeon HD 5450 2GB DDR3 (DVI-I, HDMI, VGA), 900356",87,Rating + 5,https://www.newegg.com/visiontek-radeon-hd-5450-900356/p/N82E16814129186
,,,,,,,,,,71.49,HP COMMERCIAL SPECIALTY 3ME25AT NVIDIA Quadro P620 2GB Kit 2Ad,74,Rating + 4,https://www.newegg.com/p/1FT-0014-00118
,,,,,,,,,,71.49,GIGABYTE GeForce RTX 2070 SUPER DirectX 12 GV-N207SWF3-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,68,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2070-super-gv-n207swf3oc-8gc/p/N82E16814932285
,,,,,,,,,,799.99,"Biostar Gaming Radeon RX 550 4GB GDDR5 128-Bit DirectX 12 PCI Express 3.0 DVI-D Dual Link, HDMI, DisplayPort",66,Rating + 4,https://www.newegg.com/biostar-radeon-rx-550-va5515rf41-tbmra/p/27N-002J-00015
,,,,,,,,,,785.59,ZOTAC GeForce GT 710 DirectX 12 ZT-71302-20L 2GB 64-Bit DDR3 PCI Express 2.0 x8 Video Card,70,Rating + 5,https://www.newegg.com/zotac-geforce-gt-710-zt-71302-20l/p/N82E16814500393
,,,,,,,,,,785.59,VisionTek Radeon 5450 DirectX 11 900860 1GB DDR3 PCI Express 2.1 x16 ATX Video Card,71,Rating + 5,https://www.newegg.com/visiontek-radeon-5450-900860/p/N82E16814129320
,,,,,,,,,,71.49,"GIGABYTE GeForce RTX 2080 Super WINDFORCE OC 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N208SWF3OC-8GD Video Card",69,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2080-super-gv-n208swf3oc-8gd/p/N82E16814932211
,,,,,,,,,,799.99,"AMD RX460 128-Bit 4GB GDDR5 Graphic Card DirectX12 Video Card GPU PCI Express 3.0 DP/DVI-D/HDMI, Play for LOL, DOTA, COD, War Thunder, Apex, etc",67,Rating + 4,https://www.newegg.com/p/1FT-0040-00040
,,,,,,,,,,785.59,ZOTAC GeForce GT 710 DirectX 12 ZT-71304-20L 1GB 64-Bit DDR3 PCI Express x1 HDCP Ready Video Card,65,Rating + 5,https://www.newegg.com/zotac-geforce-gt-710-zt-71304-20l/p/1FT-000M-001G7
,,,,,,,,,,71.49,"ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 192-bit Gaming Graphics Card, Super Compact, ZT-T20600K-10M",62,Rating + 4,https://www.newegg.com/zotac-geforce-rtx-2060-zt-t20600k-10m/p/N82E16814500495
,,,,,,,,,,799.99,MSI GeForce GT 710 DirectX 12 GT 710 2GD3 LP 2GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Video Card,60,Rating + 4,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3-lp/p/N82E16814127932
,,,,,,,,,,785.59,"Visiontek Radeon HD 5450 1GB DDR3 (DVI-I, HDMI, VGA), 900358",59,Rating + 5,https://www.newegg.com/visiontek-radeon-hd-5450-900358/p/N82E16814129189
,,,,,,,,,,785.59,CORN GTX750 Ti 2GB 128Bit GDDR5 Graphic Card Video Card GPU DirectX 12 PCI Express3.0 x16 DVI-D/VGA/HDMI,64,Rating + 5,https://www.newegg.com/p/1FT-0040-00006
,,,,,,,,,,71.49,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060WF2OC-6GD R2 6GB 192-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,63,Rating + 4,https://www.newegg.com/gigabyte-geforce-rtx-2060-gv-n2060wf2oc-6gd-r2/p/N82E16814932157
,,,,,,,,,,799.99,"ViewMax ENIGMAX Radeon RX 570 4GB GDDR5 256-Bit DirectX 12 PCI Express 3.0 x16 DVI-D Dual Link, HDMI, 3 DisplayPort, PRO Gaming Edition",61,Rating + 4,https://www.newegg.com/viewmax-radeon-rx-570-vx-r5704gbd5/p/27N-0051-00001
,,,,,,,,,,785.59,GIGABYTE GeForce GTX 1660 SUPER DirectX 12 GV-N166SGAMING-6GD 6GB 192-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,58,Rating + 5,https://www.newegg.com/gigabyte-geforce-gtx-1660-super-gv-n166sgaming-6gd/p/N82E16814932295
,,,,,,,,,,71.49,"Yeston Radeon RX560D-4G D5 Graphics Card GA Fan Edition, 4G 128bit-GDDR5 PCI-Express 3.0x16 ,DVI-D HDMI DP Gaming Graphics Card (RX560D-4G D5)",57,Rating + 4,https://www.newegg.com/yeston-model-rx560d-4g-d5-ga/p/1DW-004J-00007
,,,,,,,,,,71.49,MSI GeForce GT 710 2GB DirectX 12 GT 710 2GD3 LP 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Video Graphics Card,56,Rating + 4,https://www.newegg.com/msi-geforce-gt-710-gt-710-2gd3-lp/p/1FT-0009-000Y5
,,,,,,,,,,785.59,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 TI 4GT LP 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Low Profile Video Card,47,Rating + 5,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-4gt-lp/p/N82E16814137081
,,,,,,,,,,71.49,CORN AMD Radeon HD6450 2GB 64Bit GDDR3 Graphic Card Video Card GPU DirectX 11 PCI Express 2.1 16X DVI-D/VGA/HDMI,50,Rating + 4,https://www.newegg.com/p/27N-003A-00002
