lot_frontage,lot_area,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,mo_sold,yr_sold
130.0,16900.0,2001,2002,1110.0,1075.0,1479.0,1515.0,1134.0,2649.0,1,2,1,4,10,1,2001,3,746.0,0.0,60.0,1,2008
69.06,9636.0,1992,1993,0.0,0.0,808.0,808.0,785.0,1593.0,0,2,1,3,7,1,1993,2,389.0,342.0,40.0,12,2009
90.0,10012.0,1972,1972,0.0,920.0,1138.0,1181.0,0.0,1181.0,1,2,0,3,6,0,1974,2,588.0,0.0,0.0,4,2008
91.0,14303.0,1994,1994,554.0,1314.0,1986.0,1987.0,0.0,1987.0,1,2,0,2,7,1,1994,2,691.0,262.0,36.0,8,2008
43.0,5707.0,1935,1950,0.0,0.0,583.0,647.0,595.0,1242.0,0,1,1,3,6,1,1926,1,180.0,329.0,96.0,3,2009
78.0,9360.0,1968,2004,203.0,760.0,976.0,976.0,0.0,976.0,1,1,0,2,4,1,1968,2,504.0,94.0,0.0,8,2006
40.0,5680.0,1901,1950,0.0,0.0,969.0,969.0,245.0,1214.0,0,1,0,2,6,0,1920,1,216.0,0.0,0.0,9,2007
70.0,7000.0,1962,1962,0.0,468.0,864.0,864.0,0.0,864.0,0,1,0,3,5,0,1962,1,336.0,0.0,0.0,2,2006
51.0,10480.0,1936,1950,0.0,0.0,1064.0,1166.0,0.0,1639.0,0,1,0,3,6,0,1936,1,240.0,0.0,0.0,3,2008
95.0,11578.0,2008,2008,302.0,0.0,1736.0,1736.0,0.0,1736.0,0,2,0,3,7,1,2008,3,834.0,319.0,90.0,7,2009
64.0,7018.0,1979,1979,0.0,0.0,0.0,1535.0,0.0,1535.0,0,2,0,4,8,0,1979,2,400.0,0.0,0.0,6,2009
69.06,9130.0,1966,2000,252.0,400.0,800.0,800.0,832.0,1632.0,0,1,1,4,7,0,1966,2,484.0,0.0,40.0,7,2008
60.0,10800.0,1890,1998,0.0,0.0,630.0,725.0,0.0,725.0,0,1,1,1,4,0,1959,1,320.0,0.0,30.0,11,2009
62.0,8244.0,2004,2004,0.0,0.0,840.0,840.0,880.0,1720.0,0,2,1,3,7,1,2004,2,440.0,100.0,48.0,5,2007
60.0,6000.0,1953,1953,0.0,0.0,936.0,936.0,0.0,936.0,0,1,0,2,4,0,1974,2,576.0,0.0,32.0,2,2009
69.06,3621.0,2003,2003,72.0,1084.0,1406.0,1589.0,0.0,1589.0,1,2,0,2,7,1,2003,3,630.0,143.0,20.0,11,2007
59.0,7837.0,1993,1994,0.0,0.0,799.0,799.0,772.0,1571.0,0,2,1,3,7,1,1993,2,380.0,0.0,40.0,5,2009
72.0,10665.0,2003,2003,167.0,1013.0,1453.0,1479.0,0.0,1479.0,1,2,0,3,7,0,2003,2,558.0,144.0,29.0,6,2007
70.0,10457.0,1969,1969,178.0,496.0,784.0,784.0,848.0,1632.0,0,1,1,4,7,1,1969,2,898.0,0.0,173.0,4,2009
60.0,8281.0,1965,1965,0.0,553.0,864.0,864.0,0.0,864.0,0,1,0,3,5,1,1965,1,360.0,0.0,0.0,12,2009
67.0,14948.0,2008,2008,268.0,1330.0,1452.0,1476.0,1237.0,2713.0,1,2,1,3,11,1,2008,3,858.0,126.0,66.0,11,2008
43.0,7000.0,1926,1997,0.0,424.0,624.0,743.0,736.0,1479.0,1,1,0,3,6,2,1926,1,312.0,530.0,0.0,5,2006
69.06,3940.0,2004,2004,24.0,1087.0,1393.0,1576.0,0.0,1576.0,1,2,0,2,7,1,2004,3,668.0,143.0,20.0,5,2008
93.0,9382.0,1999,2000,125.0,0.0,1468.0,1479.0,0.0,1479.0,0,2,0,3,6,0,1999,2,577.0,120.0,25.0,7,2008
55.0,6854.0,1925,1994,0.0,317.0,756.0,916.0,144.0,1060.0,1,1,0,1,6,1,1969,1,308.0,0.0,65.0,8,2007
69.06,11515.0,1958,1994,0.0,0.0,0.0,943.0,0.0,943.0,0,1,0,3,5,0,1958,1,308.0,0.0,0.0,8,2007
69.06,13837.0,1988,1988,178.0,1002.0,1204.0,1377.0,806.0,2183.0,0,2,1,4,9,0,1988,3,786.0,0.0,0.0,2,2006
80.0,9938.0,1993,1994,246.0,750.0,1050.0,1062.0,887.0,1949.0,1,2,1,3,8,1,1993,2,574.0,156.0,90.0,6,2010
85.0,12633.0,2006,2007,242.0,0.0,1824.0,1824.0,0.0,1824.0,0,2,0,3,8,1,2006,3,932.0,160.0,36.0,9,2007
57.0,6876.0,1927,1950,0.0,522.0,720.0,1146.0,784.0,1930.0,1,2,0,4,8,0,1927,1,316.0,0.0,0.0,8,2009
36.0,3951.0,1998,1999,0.0,128.0,970.0,1469.0,924.0,2393.0,1,2,1,2,7,1,1998,2,846.0,0.0,90.0,2,2008
62.0,9856.0,1900,2005,0.0,0.0,716.0,1007.0,1007.0,2014.0,0,2,0,5,8,0,1900,2,624.0,0.0,72.0,6,2006
84.0,17808.0,1946,1950,0.0,0.0,484.0,1242.0,0.0,1242.0,0,1,0,2,4,0,1946,1,336.0,0.0,0.0,7,2007
74.0,9627.0,1993,1994,94.0,758.0,996.0,996.0,1004.0,2000.0,0,2,1,3,9,1,1993,3,650.0,190.0,48.0,11,2006
50.0,6000.0,1939,1950,0.0,0.0,780.0,825.0,587.0,1412.0,0,1,0,4,6,1,1939,1,280.0,45.0,0.0,5,2009
65.0,9757.0,1994,1994,0.0,755.0,990.0,990.0,0.0,990.0,1,1,0,3,5,0,1995,1,440.0,66.0,0.0,10,2009
58.0,9280.0,1951,1951,0.0,557.0,1342.0,1342.0,0.0,1342.0,1,1,0,4,7,0,1951,1,256.0,0.0,0.0,4,2007
120.0,14780.0,2005,2005,568.0,1505.0,1868.0,1868.0,0.0,1868.0,1,2,0,2,7,1,2005,3,1085.0,354.0,56.0,6,2006
60.0,7740.0,1910,1950,0.0,0.0,622.0,741.0,622.0,1363.0,0,1,0,3,6,0,1966,2,528.0,0.0,0.0,6,2010
80.0,9600.0,1958,1988,183.0,620.0,1240.0,1632.0,0.0,1632.0,1,2,0,3,6,1,1958,1,338.0,289.0,0.0,4,2009
97.0,13478.0,2008,2008,420.0,1338.0,1722.0,1728.0,568.0,2296.0,1,2,1,3,10,1,2008,3,842.0,382.0,274.0,6,2009
65.0,10926.0,1959,1959,74.0,0.0,1678.0,1678.0,0.0,1678.0,0,2,0,6,10,0,2005,0,0.0,0.0,0.0,8,2009
69.06,6853.0,2001,2002,136.0,1005.0,1267.0,1296.0,0.0,1296.0,1,2,0,2,6,0,2001,2,471.0,192.0,25.0,6,2009
85.0,10667.0,1971,1971,302.0,838.0,1587.0,1587.0,0.0,1587.0,0,2,0,3,7,1,1971,2,525.0,0.0,44.0,3,2007
45.0,8212.0,1941,1950,0.0,626.0,720.0,854.0,444.0,1298.0,0,1,0,3,6,2,1940,1,256.0,84.0,0.0,9,2009
70.0,9100.0,1963,1963,336.0,1332.0,1728.0,1728.0,0.0,1728.0,1,2,0,6,10,0,1963,2,504.0,0.0,0.0,11,2006
50.0,6000.0,1957,1957,0.0,308.0,928.0,928.0,0.0,928.0,0,1,0,3,5,0,1957,1,288.0,0.0,0.0,6,2008
78.0,9316.0,2005,2006,0.0,0.0,879.0,879.0,916.0,1795.0,0,2,1,3,7,0,2005,2,578.0,164.0,111.0,10,2007
75.0,9464.0,1958,1958,135.0,570.0,1080.0,1080.0,0.0,1080.0,0,1,0,3,5,0,1958,1,288.0,0.0,0.0,6,2008
80.0,10400.0,1998,1998,0.0,0.0,866.0,866.0,913.0,1779.0,0,2,1,3,6,0,1998,2,546.0,198.0,36.0,3,2009
59.0,5310.0,1910,2003,0.0,0.0,485.0,1001.0,634.0,1635.0,0,1,0,2,5,0,1950,1,255.0,394.0,0.0,6,2006
64.0,7406.0,2006,2006,84.0,684.0,1199.0,1220.0,0.0,1220.0,1,2,0,2,6,0,2006,2,632.0,105.0,54.0,7,2006
69.06,4538.0,2001,2001,179.0,1004.0,1310.0,1310.0,0.0,1310.0,1,1,1,1,5,1,2001,2,545.0,277.0,45.0,7,2008
62.0,10106.0,1940,1999,0.0,351.0,644.0,808.0,547.0,1355.0,1,2,0,4,6,0,2005,0,0.0,140.0,0.0,9,2008
69.06,13346.0,1992,2000,0.0,728.0,1095.0,1166.0,1129.0,2295.0,1,2,1,4,9,1,1992,2,590.0,0.0,40.0,7,2006
57.0,9639.0,1900,1950,0.0,0.0,1075.0,1156.0,642.0,1798.0,0,2,1,4,7,0,1935,2,342.0,0.0,0.0,5,2007
69.06,15387.0,1967,1967,0.0,603.0,1620.0,1620.0,0.0,1620.0,0,2,0,4,8,1,1967,2,578.0,0.0,62.0,8,2008
75.0,10050.0,1955,1955,0.0,288.0,1216.0,1216.0,0.0,1216.0,1,1,0,3,5,0,1955,1,336.0,0.0,0.0,8,2007
69.06,6240.0,1936,1950,0.0,0.0,896.0,896.0,448.0,1344.0,0,1,0,3,7,0,1936,1,240.0,200.0,114.0,4,2006
45.0,7506.0,1925,1950,0.0,0.0,747.0,747.0,412.0,1159.0,0,1,0,3,5,0,1932,1,288.0,84.0,0.0,5,2008
69.06,8900.0,1966,1966,0.0,1056.0,1056.0,1056.0,0.0,1056.0,1,1,0,2,5,0,1966,1,384.0,0.0,42.0,11,2006
80.0,8480.0,1947,1950,0.0,442.0,832.0,832.0,384.0,1216.0,0,1,0,2,6,0,1947,1,336.0,158.0,0.0,10,2008
50.0,6000.0,1929,1950,0.0,0.0,862.0,950.0,208.0,1158.0,0,1,0,3,5,1,1929,1,208.0,0.0,0.0,7,2008
74.0,8847.0,2005,2005,148.0,769.0,1538.0,1538.0,0.0,1538.0,1,2,0,3,7,0,2005,2,484.0,146.0,40.0,12,2007
69.06,8050.0,1959,1959,150.0,856.0,1143.0,1143.0,0.0,1143.0,1,1,0,3,6,0,1959,1,308.0,0.0,0.0,5,2010
70.0,8294.0,1971,1971,0.0,0.0,858.0,872.0,0.0,872.0,0,1,0,3,5,0,1974,4,480.0,0.0,0.0,6,2007
69.06,7920.0,1920,1950,0.0,0.0,319.0,1035.0,371.0,1406.0,0,1,0,3,6,0,2005,0,0.0,0.0,144.0,3,2008
100.0,18494.0,2005,2005,0.0,0.0,1324.0,1324.0,0.0,1324.0,0,2,0,3,6,0,2005,2,430.0,36.0,23.0,1,2010
69.06,7162.0,1966,1966,41.0,0.0,876.0,904.0,0.0,904.0,0,1,0,3,6,0,1966,1,408.0,0.0,0.0,12,2008
53.0,10918.0,1926,2004,0.0,0.0,1276.0,1276.0,804.0,2080.0,0,1,1,3,9,2,1926,1,282.0,0.0,0.0,6,2009
37.0,4435.0,2004,2004,169.0,662.0,848.0,848.0,0.0,848.0,1,1,0,1,3,1,2004,2,420.0,140.0,0.0,5,2006
69.06,11250.0,1957,1989,0.0,0.0,1104.0,1104.0,684.0,1788.0,1,1,0,5,8,2,1957,1,304.0,120.0,0.0,11,2009
69.06,14375.0,1958,1958,541.0,111.0,819.0,1344.0,0.0,1344.0,0,1,0,3,7,1,1958,2,525.0,0.0,118.0,1,2009
100.0,9045.0,1910,1950,0.0,0.0,840.0,1128.0,1128.0,2256.0,0,2,0,4,12,0,2005,0,0.0,0.0,18.0,6,2010
97.0,10029.0,1988,1989,268.0,831.0,1151.0,1164.0,896.0,2060.0,0,2,1,4,8,1,1988,2,521.0,0.0,228.0,9,2007
34.0,4060.0,1998,1999,0.0,266.0,1405.0,1337.0,0.0,1337.0,1,2,0,2,5,0,1998,2,511.0,144.0,68.0,8,2008
82.0,9020.0,1966,1966,183.0,312.0,1127.0,1165.0,0.0,1165.0,1,1,1,3,6,0,1966,2,490.0,0.0,129.0,5,2008
96.0,11777.0,1966,1966,97.0,328.0,1164.0,1320.0,0.0,1320.0,1,1,0,3,6,2,1966,2,564.0,160.0,68.0,5,2006
70.0,10171.0,2004,2004,168.0,2.0,1517.0,1535.0,0.0,1535.0,0,2,0,3,7,0,2004,2,532.0,0.0,0.0,3,2010
80.0,10400.0,1980,1988,280.0,0.0,738.0,1277.0,767.0,2044.0,0,2,1,3,7,1,1980,2,489.0,28.0,73.0,3,2008
52.0,6240.0,1929,1950,0.0,80.0,704.0,624.0,512.0,1136.0,0,1,0,2,6,0,1990,1,336.0,0.0,365.0,8,2008
69.06,12150.0,1979,1979,0.0,1001.0,1001.0,1299.0,0.0,1299.0,1,2,0,2,5,1,1979,2,486.0,84.0,0.0,1,2007
24.0,2645.0,1999,2000,456.0,0.0,776.0,764.0,677.0,1441.0,0,2,1,2,5,0,1999,2,492.0,206.0,0.0,11,2007
69.06,22692.0,1953,1953,0.0,587.0,1073.0,1630.0,0.0,1630.0,0,2,0,3,6,1,1953,2,649.0,0.0,64.0,3,2007
60.0,9600.0,1925,1990,0.0,16.0,728.0,832.0,809.0,1641.0,0,1,1,3,6,1,1925,2,546.0,0.0,0.0,8,2006
74.0,13830.0,1997,1998,0.0,791.0,928.0,928.0,701.0,1629.0,0,2,1,3,6,1,1997,2,482.0,212.0,34.0,3,2010
69.06,4435.0,2003,2004,170.0,685.0,848.0,848.0,0.0,848.0,1,1,0,1,4,0,2003,2,420.0,140.0,0.0,6,2009
69.06,5890.0,1930,2007,0.0,538.0,816.0,816.0,0.0,816.0,0,1,0,2,5,0,2002,1,432.0,0.0,0.0,6,2008
112.0,10859.0,1994,1995,0.0,0.0,1097.0,1097.0,0.0,1097.0,0,1,1,3,6,0,1995,2,672.0,392.0,64.0,6,2009
41.0,5330.0,2000,2000,0.0,1196.0,1494.0,1652.0,0.0,1652.0,1,2,0,2,6,0,2000,2,499.0,96.0,48.0,8,2007
72.0,10778.0,1968,1968,0.0,0.0,1768.0,1768.0,0.0,1768.0,0,2,0,4,8,0,2005,0,0.0,0.0,0.0,4,2010
74.0,6845.0,1955,1955,58.0,0.0,0.0,1152.0,0.0,1152.0,0,2,0,2,6,0,2005,0,0.0,0.0,0.0,7,2008
109.0,21780.0,1910,1950,0.0,0.0,0.0,810.0,0.0,810.0,0,1,0,1,4,0,1975,1,280.0,119.0,24.0,3,2009
80.0,10307.0,2007,2008,176.0,876.0,1350.0,1358.0,0.0,1358.0,1,2,0,2,6,1,2008,2,484.0,192.0,26.0,5,2009
32.0,4500.0,1998,1998,116.0,897.0,1216.0,1216.0,0.0,1216.0,1,2,0,2,5,0,1998,2,402.0,0.0,125.0,5,2006
75.0,9060.0,1957,1957,327.0,0.0,967.0,967.0,671.0,1638.0,0,2,0,4,6,0,1957,1,384.0,0.0,21.0,4,2006
24.0,2160.0,1999,2000,212.0,510.0,600.0,624.0,628.0,1252.0,1,2,1,2,4,0,1999,2,462.0,0.0,48.0,3,2008
70.0,7669.0,1992,1993,0.0,718.0,828.0,883.0,0.0,883.0,1,1,0,2,5,1,1998,2,698.0,100.0,32.0,6,2009
62.0,9858.0,1968,1968,0.0,510.0,864.0,874.0,0.0,874.0,1,1,0,3,5,0,1968,1,288.0,33.0,0.0,11,2009
50.0,10300.0,1921,1950,0.0,0.0,576.0,902.0,808.0,1710.0,0,2,0,3,9,0,1990,2,480.0,12.0,11.0,4,2010
65.0,8125.0,2008,2009,288.0,0.0,1836.0,1836.0,0.0,1836.0,0,2,0,3,8,1,2009,2,517.0,0.0,175.0,10,2009
69.0,14850.0,1957,1957,0.0,895.0,1092.0,1092.0,0.0,1092.0,1,1,0,2,6,1,1957,1,299.0,268.0,0.0,5,2006
35.0,4274.0,2006,2007,99.7,1106.0,1241.0,1241.0,0.0,1241.0,1,1,1,1,4,0,2007,2,569.0,0.0,116.0,11,2007
80.0,9650.0,1977,1977,360.0,686.0,1350.0,1334.0,0.0,1334.0,0,2,0,2,6,1,1977,2,630.0,0.0,16.0,4,2009
69.06,14585.0,1960,1987,85.0,594.0,1144.0,1429.0,0.0,1429.0,0,1,0,3,7,2,1960,2,572.0,216.0,110.0,6,2007
75.0,9000.0,2008,2008,36.0,1078.0,1566.0,1566.0,0.0,1566.0,1,2,0,3,7,0,2008,2,750.0,144.0,168.0,4,2010
69.06,13774.0,1977,1992,283.0,432.0,908.0,1316.0,972.0,2288.0,0,1,2,4,8,2,1977,2,520.0,321.0,72.0,11,2009
50.0,5119.0,1999,2000,60.0,1238.0,1698.0,1709.0,0.0,1709.0,1,2,0,2,5,1,1999,2,506.0,97.0,65.0,1,2008
71.0,9254.0,2005,2005,210.0,119.0,1721.0,1721.0,0.0,1721.0,1,2,0,3,7,0,2005,2,554.0,168.0,27.0,1,2007
95.0,10324.0,2008,2008,140.0,872.0,1254.0,1254.0,0.0,1254.0,1,2,0,2,5,0,2008,3,810.0,168.0,92.0,3,2009
63.0,8375.0,1941,1973,0.0,336.0,576.0,864.0,486.0,1350.0,1,1,1,2,6,0,1973,3,627.0,0.0,0.0,6,2008
75.0,9750.0,2000,2001,171.0,0.0,1630.0,1630.0,0.0,1630.0,0,2,0,3,6,1,2000,2,451.0,74.0,234.0,10,2009
74.0,7632.0,2005,2005,96.0,0.0,784.0,831.0,754.0,1585.0,0,2,1,3,7,0,2005,2,449.0,100.0,77.0,3,2006
90.0,15750.0,1953,1953,56.0,841.0,1165.0,1336.0,0.0,1336.0,1,1,0,2,5,2,1953,1,375.0,0.0,0.0,6,2006
69.06,9240.0,1962,2002,0.0,612.0,864.0,1211.0,0.0,1211.0,0,1,0,2,6,1,1972,2,576.0,161.0,0.0,3,2006
80.0,10400.0,1979,1999,253.0,903.0,1259.0,1353.0,0.0,1353.0,1,2,0,2,5,1,1979,2,478.0,240.0,141.0,8,2007
80.0,8800.0,1966,1966,202.0,654.0,1174.0,1200.0,0.0,1200.0,0,2,0,3,6,1,1966,2,440.0,0.0,0.0,10,2007
86.0,11839.0,1990,1990,99.0,1085.0,1475.0,1532.0,797.0,2329.0,1,2,1,4,10,1,1990,2,514.0,192.0,121.0,5,2008
70.0,9135.0,2002,2003,113.0,810.0,1536.0,1536.0,0.0,1536.0,1,2,0,3,7,0,2002,2,532.0,192.0,74.0,12,2008
90.0,14115.0,1956,2004,0.0,296.0,1073.0,1811.0,0.0,1811.0,0,1,0,2,6,1,1956,2,470.0,0.0,0.0,7,2006
109.0,14154.0,2006,2006,350.0,0.0,1063.0,1071.0,1101.0,2172.0,0,2,1,3,9,1,2006,3,947.0,192.0,62.0,8,2007
65.0,6565.0,1957,1980,0.0,967.0,1073.0,1073.0,0.0,1073.0,1,1,0,3,6,0,1985,2,720.0,0.0,444.0,8,2007
70.0,7700.0,1966,1966,351.0,0.0,756.0,1051.0,788.0,1839.0,0,1,1,4,7,1,1966,2,442.0,0.0,124.0,6,2010
63.0,4761.0,1918,1950,0.0,0.0,1020.0,1020.0,0.0,1020.0,0,1,0,2,5,0,2005,0,0.0,0.0,0.0,10,2006
87.0,12361.0,1993,1993,85.0,860.0,946.0,964.0,838.0,1802.0,0,2,1,3,8,1,2000,4,1017.0,450.0,92.0,5,2010
72.0,9720.0,1977,1977,51.0,755.0,995.0,1009.0,0.0,1009.0,0,2,0,3,6,1,1977,2,576.0,0.0,0.0,6,2007
72.0,8640.0,2007,2007,0.0,24.0,1338.0,1338.0,0.0,1338.0,0,2,0,3,6,0,2007,2,598.0,0.0,141.0,11,2007
123.0,47007.0,1959,1996,0.0,0.0,0.0,3820.0,0.0,3820.0,0,3,1,5,11,2,1959,2,624.0,0.0,372.0,7,2008
30.0,3180.0,2007,2007,0.0,0.0,689.0,703.0,689.0,1392.0,0,2,0,2,5,0,2007,2,540.0,0.0,102.0,3,2008
38.0,14963.0,1996,1996,0.0,786.0,1260.0,1288.0,0.0,1288.0,1,1,1,1,4,2,1996,2,500.0,120.0,30.0,12,2008
50.0,5000.0,1926,1950,0.0,0.0,992.0,1013.0,0.0,1013.0,0,1,0,3,6,0,1926,1,160.0,0.0,0.0,4,2008
129.0,16870.0,2004,2005,238.0,1531.0,1782.0,1782.0,0.0,1782.0,1,2,0,3,7,2,2004,3,932.0,99.0,82.0,4,2009
86.0,14157.0,2005,2006,200.0,1249.0,1922.0,1922.0,0.0,1922.0,1,2,0,3,8,1,2005,3,676.0,178.0,51.0,7,2007
96.0,12456.0,2006,2007,230.0,1172.0,1700.0,1718.0,0.0,1718.0,1,2,0,3,7,1,2008,3,786.0,216.0,48.0,7,2009
100.0,14836.0,2004,2005,730.0,2146.0,2492.0,2492.0,0.0,2492.0,1,2,1,2,8,1,2004,3,949.0,226.0,235.0,2,2009
56.0,6956.0,1948,1950,0.0,0.0,624.0,624.0,312.0,936.0,0,1,0,3,5,0,1948,1,265.0,0.0,0.0,4,2006
75.0,7862.0,2009,2009,0.0,27.0,1218.0,1218.0,0.0,1218.0,0,2,0,2,4,0,2009,2,676.0,0.0,102.0,9,2009
69.06,11050.0,1996,1997,0.0,0.0,910.0,910.0,910.0,1820.0,0,2,1,3,8,1,1996,3,816.0,318.0,32.0,9,2008
57.0,8924.0,1998,1999,0.0,0.0,880.0,880.0,844.0,1724.0,0,2,1,3,8,0,1998,2,527.0,120.0,155.0,7,2008
69.06,9610.0,1958,1958,632.0,203.0,1121.0,1336.0,0.0,1336.0,0,1,1,3,7,1,1958,2,488.0,80.0,0.0,12,2006
75.0,13710.0,1950,1950,0.0,420.0,910.0,910.0,648.0,1558.0,0,1,1,4,6,0,1950,1,282.0,289.0,0.0,6,2007
100.0,12552.0,2004,2005,0.0,222.0,991.0,991.0,956.0,1947.0,0,2,1,3,8,1,2004,2,678.0,0.0,136.0,5,2010
43.0,14565.0,1994,1995,145.0,537.0,832.0,832.0,825.0,1657.0,0,2,1,3,6,0,1994,2,483.0,144.0,74.0,11,2008
56.0,18559.0,1978,1978,383.0,1206.0,2048.0,2064.0,0.0,2064.0,1,2,0,3,7,2,1978,2,550.0,200.0,0.0,8,2008
68.0,10880.0,1950,1950,0.0,1040.0,1164.0,1164.0,0.0,1164.0,1,1,0,3,5,0,1950,1,240.0,0.0,48.0,8,2008
24.0,2280.0,1975,1975,0.0,0.0,836.0,836.0,0.0,836.0,0,1,0,2,4,0,1975,1,308.0,0.0,30.0,6,2010
125.0,31250.0,1951,1951,0.0,0.0,0.0,1600.0,0.0,1600.0,0,1,1,3,6,0,1951,1,270.0,0.0,0.0,5,2006
81.0,11841.0,1990,1990,104.0,816.0,816.0,816.0,0.0,816.0,1,1,0,3,5,0,2005,0,0.0,0.0,32.0,5,2007
85.0,9187.0,2009,2009,162.0,1121.0,1766.0,1766.0,0.0,1766.0,1,2,1,2,7,1,2009,3,478.0,195.0,130.0,10,2009
82.0,6270.0,1949,1950,0.0,284.0,1001.0,1001.0,1001.0,2002.0,0,2,0,4,8,0,1949,3,871.0,0.0,0.0,8,2007
69.06,15660.0,1939,2006,312.0,341.0,798.0,1137.0,817.0,1954.0,0,1,1,3,8,2,1939,2,431.0,0.0,119.0,5,2008
43.0,3087.0,2006,2006,14.0,453.0,1220.0,1364.0,0.0,1364.0,1,2,0,2,6,1,2006,2,437.0,100.0,16.0,11,2006
95.0,13450.0,2002,2002,0.0,700.0,916.0,920.0,941.0,1861.0,1,2,1,3,8,0,2002,2,492.0,146.0,91.0,6,2006
75.0,10125.0,1977,1977,0.0,0.0,0.0,1302.0,432.0,1734.0,0,2,0,4,8,0,1977,2,539.0,0.0,0.0,8,2009
80.0,8146.0,1900,2003,0.0,0.0,405.0,717.0,322.0,1039.0,0,1,0,2,6,0,1940,1,281.0,0.0,0.0,5,2009
60.0,9600.0,1910,1950,0.0,0.0,677.0,833.0,677.0,1510.0,0,2,0,3,7,0,1974,2,720.0,0.0,0.0,6,2009
98.0,12328.0,2005,2005,146.0,986.0,1149.0,1164.0,1377.0,2541.0,1,3,1,4,10,1,2005,3,729.0,120.0,32.0,7,2007
76.0,10141.0,2004,2004,264.0,516.0,1512.0,1512.0,0.0,1512.0,0,2,0,3,6,0,2004,3,845.0,210.0,36.0,1,2009
65.0,8529.0,2001,2001,0.0,20.0,1454.0,1434.0,0.0,1434.0,0,2,0,3,6,1,2001,2,527.0,290.0,39.0,4,2009
65.0,8127.0,2003,2003,0.0,410.0,812.0,812.0,841.0,1653.0,1,2,1,3,6,0,2003,2,628.0,0.0,45.0,3,2009
70.0,8400.0,1900,1950,0.0,0.0,917.0,1090.0,917.0,2007.0,0,2,0,3,8,0,1930,1,357.0,0.0,235.0,6,2009
44.0,10751.0,1974,1974,44.0,787.0,1037.0,1037.0,0.0,1037.0,1,1,0,2,5,0,1974,2,431.0,136.0,47.0,8,2007
77.0,10010.0,1974,1975,0.0,1071.0,1389.0,1389.0,0.0,1389.0,1,1,0,2,6,1,1975,2,418.0,240.0,38.0,4,2006
40.0,4280.0,1913,2002,0.0,365.0,440.0,694.0,0.0,694.0,0,1,0,2,4,1,1990,1,352.0,0.0,0.0,3,2007
60.0,9600.0,1924,1950,0.0,0.0,572.0,572.0,524.0,1096.0,0,1,0,2,5,0,2005,0,0.0,0.0,8.0,4,2008
70.0,9800.0,1972,1972,0.0,894.0,894.0,894.0,0.0,894.0,1,1,0,3,5,0,1975,2,552.0,256.0,0.0,7,2006
63.0,7560.0,1971,1971,0.0,119.0,864.0,864.0,0.0,864.0,1,1,0,3,5,0,1977,2,576.0,0.0,0.0,5,2008
60.0,9600.0,1900,1950,0.0,0.0,1095.0,1095.0,679.0,1774.0,1,2,0,4,8,0,1920,3,779.0,0.0,0.0,5,2006
76.0,9880.0,1977,1977,0.0,522.0,1096.0,1118.0,0.0,1118.0,1,1,0,3,6,1,1977,1,358.0,203.0,0.0,7,2008
80.0,9600.0,1950,1950,0.0,280.0,1032.0,1032.0,220.0,1252.0,0,1,0,3,6,0,1950,1,288.0,0.0,0.0,4,2008
70.0,7931.0,1959,1959,0.0,1148.0,1148.0,1148.0,0.0,1148.0,1,1,0,3,6,0,1959,1,672.0,0.0,0.0,7,2009
69.06,5100.0,1925,1996,0.0,0.0,588.0,833.0,833.0,1666.0,0,1,0,3,7,1,1925,1,228.0,192.0,63.0,6,2008
69.06,9720.0,2001,2002,134.0,1194.0,1357.0,1366.0,581.0,1947.0,1,2,1,3,7,1,2001,3,725.0,168.0,116.0,1,2008
70.0,8521.0,1967,1967,0.0,842.0,912.0,912.0,0.0,912.0,0,1,0,3,5,1,1974,1,336.0,0.0,0.0,5,2010
52.0,8741.0,1946,1950,0.0,0.0,1195.0,1195.0,0.0,1195.0,0,2,0,4,8,0,2005,0,0.0,118.0,0.0,7,2007
89.0,12461.0,1994,1995,0.0,1456.0,1624.0,1624.0,0.0,1624.0,1,2,0,2,5,1,1994,3,757.0,0.0,114.0,7,2006
76.0,6950.0,1979,1979,40.0,710.0,914.0,914.0,0.0,914.0,1,1,0,2,5,0,1979,2,444.0,0.0,0.0,10,2009
115.0,16905.0,1959,1959,0.0,967.0,1350.0,1328.0,0.0,1328.0,0,1,1,2,5,2,1959,1,308.0,0.0,104.0,7,2007
53.0,7155.0,1926,1991,0.0,0.0,686.0,686.0,775.0,1461.0,0,1,0,3,6,1,1926,1,225.0,0.0,0.0,7,2007
69.06,9205.0,1990,1991,304.0,704.0,930.0,1364.0,1319.0,2683.0,1,2,1,4,9,2,1990,2,473.0,237.0,251.0,6,2008
64.0,7697.0,2007,2007,0.0,0.0,1246.0,1258.0,0.0,1258.0,0,2,0,3,6,0,2007,2,462.0,0.0,0.0,8,2007
78.0,7800.0,1948,2002,0.0,603.0,896.0,1112.0,896.0,2008.0,1,3,0,3,8,0,1948,1,230.0,103.0,0.0,8,2006
69.06,14357.0,1961,1961,0.0,311.0,864.0,1187.0,0.0,1187.0,1,1,0,2,6,1,1961,2,440.0,128.0,0.0,8,2007
