lot_shape,utilities,land_slope,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,kitchen_abvgr,kitchen_qual,functional,fireplace_qu,garage_finish,garage_qual,garage_cond,paved_drive,Overall Qual,Overall Cond,SalePrice
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,2.0,4.0,1.0,3.0,7.0,4.0,1.0,4.0,4.0,2.0,6.0,7.0,178000.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,226000.0
0.0,0.0,1.0,2.0,0.0,4.0,4.0,1.0,1.0,3.0,0.0,4.0,1.0,3.0,7.0,4.0,1.0,4.0,4.0,2.0,5.0,7.0,173000.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,7.0,3.0,2.0,4.0,4.0,2.0,5.0,5.0,62383.0
0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,0.0,4.0,4.0,2.0,9.0,5.0,446261.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,7.0,8.0,160000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,1.0,4.0,4.0,2.0,7.0,5.0,219990.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,191000.0
3.0,0.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,2.0,5.0,7.0,136500.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,0.0,4.0,5.0,80000.0
0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,7.0,5.0,229000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,0.0,4.0,4.0,2.0,7.0,5.0,236000.0
0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,5.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,0.0,4.0,4.0,2.0,10.0,5.0,392000.0
3.0,0.0,0.0,3.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,5.0,149000.0
0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,2.0,0.0,4.0,1.0,0.0,7.0,4.0,0.0,4.0,4.0,2.0,10.0,5.0,345000.0
3.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,5.0,5.0,0.0,0.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,8.0,169000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,5.0,109900.0
3.0,0.0,1.0,3.0,4.0,2.0,4.0,0.0,3.0,5.0,0.0,4.0,1.0,3.0,7.0,4.0,0.0,4.0,4.0,2.0,7.0,5.0,188000.0
3.0,0.0,0.0,3.0,1.0,4.0,4.0,3.0,5.0,5.0,0.0,1.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,6.0,132500.0
3.0,0.0,1.0,3.0,2.0,4.0,4.0,3.0,0.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,1.0,4.0,4.0,2.0,5.0,7.0,143000.0
3.0,0.0,0.0,3.0,4.0,1.0,4.0,3.0,0.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,6.0,125000.0
0.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,0.0,4.0,4.0,2.0,9.0,5.0,415000.0
3.0,0.0,0.0,3.0,4.0,1.0,4.0,3.0,5.0,5.0,2.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,7.0,125500.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,6.0,6.0,139000.0
0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,2.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,1.0,4.0,4.0,2.0,10.0,5.0,451950.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,119900.0
0.0,0.0,0.0,2.0,4.0,0.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,8.0,5.0,220000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,6.0,167300.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,6.0,122000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,125000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,0.0,1.0,3.0,7.0,2.0,0.0,4.0,4.0,2.0,5.0,6.0,112500.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,1.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,191000.0
3.0,0.0,0.0,3.0,2.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,7.0,136000.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,197900.0
3.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,5.0,5.0,2.0,4.0,1.0,2.0,7.0,2.0,2.0,1.0,4.0,2.0,6.0,8.0,117000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,194000.0
0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,1.0,4.0,4.0,2.0,9.0,5.0,285000.0
3.0,0.0,0.0,3.0,2.0,4.0,4.0,3.0,0.0,4.0,2.0,4.0,2.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,7.0,127500.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,1.0,4.0,4.0,2.0,7.0,5.0,268000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,0.0,4.0,8.0,137000.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,1.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,7.0,7.0,215000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,1.0,4.0,4.0,2.0,5.0,5.0,129500.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,3.0,5.0,5.0,2.0,0.0,1.0,3.0,7.0,2.0,2.0,1.0,4.0,2.0,5.0,4.0,115000.0
3.0,0.0,0.0,3.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,1.0,4.0,0.0,5.0,8.0,114000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,107000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,118500.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,1.0,4.0,4.0,2.0,6.0,7.0,120000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,8.0,5.0,260000.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,3.0,7.0,2.0,1.0,4.0,4.0,2.0,5.0,5.0,136000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,123000.0
0.0,0.0,0.0,3.0,1.0,4.0,4.0,3.0,5.0,5.0,4.0,0.0,1.0,1.0,7.0,2.0,2.0,4.0,4.0,0.0,6.0,7.0,89500.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,6.0,5.0,199500.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,7.0,109900.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,7.0,9.0,234000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,6.0,5.0,155900.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,5.0,5.0,0.0,0.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,161500.0
0.0,1.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,0.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,6.0,6.0,137500.0
3.0,0.0,0.0,3.0,1.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,7.0,2.0,2.0,4.0,4.0,0.0,5.0,3.0,76500.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,1.0,3.0,7.0,4.0,2.0,4.0,4.0,2.0,6.0,5.0,211000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,6.0,5.0,181000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,1.0,4.0,0.0,4.0,4.0,1.0,3.0,7.0,2.0,1.0,2.0,2.0,2.0,6.0,7.0,174900.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,7.0,1.0,1.0,4.0,4.0,2.0,5.0,6.0,164500.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,214000.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,7.0,6.0,185000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,7.0,123000.0
0.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,2.0,5.0,4.0,4.0,1.0,2.0,7.0,3.0,1.0,4.0,4.0,2.0,6.0,6.0,183500.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,8.0,5.0,174000.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,1.0,5.0,5.0,130000.0
3.0,0.0,0.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,2.0,1.0,4.0,2.0,7.0,7.0,178000.0
0.0,0.0,0.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,1.0,3.0,7.0,4.0,0.0,4.0,4.0,2.0,5.0,5.0,189900.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,6.0,5.0,144000.0
3.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,8.0,120500.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,145000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,1.0,4.0,4.0,2.0,8.0,5.0,251000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,136500.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,1.0,2.0,3.0,7.0,2.0,2.0,4.0,4.0,0.0,4.0,5.0,82500.0
3.0,2.0,0.0,1.0,1.0,4.0,4.0,3.0,2.0,5.0,4.0,0.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,4.0,57625.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,212500.0
3.0,0.0,0.0,3.0,4.0,0.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,5.0,164000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,5.0,139000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,1.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,7.0,5.0,160000.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,2.0,3.0,4.0,4.0,1.0,3.0,7.0,1.0,2.0,4.0,4.0,2.0,5.0,6.0,149000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,1.0,4.0,4.0,2.0,5.0,6.0,130000.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,7.0,6.0,140000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,8.0,5.0,264500.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,0.0,1.0,3.0,7.0,4.0,0.0,4.0,4.0,2.0,5.0,5.0,141000.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,7.0,5.0,199900.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,3.0,0.0,5.0,4.0,4.0,1.0,3.0,7.0,4.0,1.0,4.0,4.0,2.0,6.0,5.0,167900.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,6.0,181900.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,8.0,5.0,262500.0
0.0,0.0,0.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,1.0,4.0,4.0,2.0,7.0,7.0,230000.0
0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,0.0,4.0,4.0,2.0,9.0,5.0,328900.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,8.0,5.0,232698.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,8.0,5.0,221800.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,0.0,5.0,7.0,152400.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,2.0,4.0,4.0,2.0,7.0,5.0,213000.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,184900.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,157000.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,6.0,144000.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,3.0,7.0,4.0,1.0,4.0,4.0,2.0,6.0,5.0,192350.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,0.0,4.0,1.0,3.0,7.0,4.0,1.0,4.0,4.0,2.0,7.0,6.0,163500.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,0.0,2.0,4.0,4.0,2.0,7.0,5.0,262280.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,214000.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,7.0,2.0,0.0,4.0,4.0,2.0,6.0,7.0,230000.0
3.0,0.0,0.0,2.0,4.0,0.0,2.0,3.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,280000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,2.0,0.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,4.0,6.0,140000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,7.0,4.0,2.0,4.0,4.0,2.0,6.0,5.0,155000.0
3.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,4.0,4.0,0.0,3.0,3.0,64500.0
0.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,6.0,7.0,218000.0
3.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,3.0,7.0,1.0,2.0,4.0,4.0,2.0,5.0,7.0,160000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,8.0,5.0,208900.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,1.0,0.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,7.0,284700.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,7.0,5.0,146000.0
1.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,0.0,4.0,4.0,2.0,8.0,5.0,245500.0
3.0,0.0,1.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,1.0,4.0,2.0,6.0,7.0,113000.0
0.0,0.0,0.0,2.0,4.0,0.0,4.0,1.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,8.0,5.0,296000.0
0.0,0.0,0.0,2.0,4.0,0.0,4.0,1.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,9.0,5.0,377426.0
3.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,2.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,0.0,4.0,4.0,2.0,10.0,5.0,337500.0
0.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,2.0,5.0,0.0,4.0,1.0,0.0,7.0,0.0,0.0,4.0,4.0,2.0,10.0,5.0,552000.0
3.0,0.0,0.0,3.0,2.0,1.0,4.0,2.0,5.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,3.0,2.0,4.0,7.0,97900.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,6.0,5.0,208300.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,2.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,2.0,4.0,4.0,2.0,7.0,5.0,213000.0
0.0,0.0,0.0,3.0,4.0,2.0,4.0,0.0,5.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,7.0,5.0,188000.0
0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,1.0,3.0,7.0,4.0,1.0,4.0,4.0,2.0,6.0,6.0,162000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,0.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,152000.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,254900.0
1.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,189000.0
0.0,0.0,0.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,7.0,1.0,0.0,4.0,4.0,2.0,7.0,5.0,235000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,0.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,125000.0
3.0,0.0,0.0,3.0,4.0,2.0,4.0,3.0,5.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,7.0,6.0,120000.0
3.0,0.0,0.0,3.0,1.0,4.0,4.0,3.0,2.0,5.0,4.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,0.0,1.0,3.0,81500.0
3.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,2.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,5.0,118500.0
3.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,0.0,4.0,4.0,2.0,9.0,5.0,370878.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,4.0,0.0,2.0,3.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,6.0,145000.0
0.0,0.0,0.0,2.0,2.0,4.0,4.0,3.0,1.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,2.0,4.0,4.0,2.0,7.0,9.0,311500.0
3.0,0.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,0.0,4.0,4.0,2.0,7.0,5.0,210250.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,200000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,2.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,126000.0
3.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,5.0,5.0,2.0,4.0,1.0,3.0,7.0,2.0,2.0,4.0,4.0,0.0,4.0,8.0,114000.0
3.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,2.0,7.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,87500.0
0.0,0.0,0.0,2.0,4.0,0.0,4.0,2.0,2.0,5.0,0.0,4.0,1.0,0.0,7.0,2.0,0.0,4.0,4.0,2.0,8.0,5.0,349265.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,1.0,1.0,4.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,8.0,5.0,203000.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,4.0,1.0,4.0,4.0,2.0,7.0,5.0,189000.0
0.0,0.0,0.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,0.0,4.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,7.0,5.0,209000.0
3.0,0.0,0.0,3.0,4.0,1.0,2.0,2.0,5.0,5.0,2.0,0.0,1.0,0.0,7.0,2.0,2.0,4.0,4.0,2.0,6.0,7.0,160000.0
0.0,0.0,0.0,3.0,4.0,1.0,4.0,1.0,0.0,5.0,4.0,4.0,1.0,3.0,7.0,2.0,1.0,4.0,4.0,2.0,5.0,5.0,129000.0
3.0,0.0,1.0,3.0,4.0,2.0,4.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,7.0,4.0,1.0,4.0,4.0,2.0,5.0,5.0,170000.0
3.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,1.0,2.0,7.0,2.0,2.0,2.0,4.0,1.0,5.0,6.0,90350.0
