lot_frontage,year_remod/add,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,totrms_abvgrd,fireplaces,garage_area,wood_deck_sf,open_porch_sf,ms_subclass_11/2_story_finished_all_ages,ms_subclass_1story_1946_&_newer_all_styles,ms_subclass_1story_pud_(planned_unit_development)__1946_&_newer,ms_subclass_2story_1946_&_newer,ms_subclass_Others,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_RH,street_Grvl,street_Pave,land_contour_Bnk,land_contour_HLS,land_contour_Low,neighborhood_CollgCr,neighborhood_Gilbert,neighborhood_Others,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,roof_style_Flat,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,mas_vnr_type_BrkCmn,mas_vnr_type_BrkFace,mas_vnr_type_Stone,central_air_N,central_air_Y,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,lot_shape,exter_qual,bsmt_cond,heating_qc,garage_qual,garage_cond
43.0,2006,16.0,16.0,1373.0,1555.0,1555.0,0,2,7,1,430.0,143.0,20.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,4.0,2.0,2.0
24.0,1980,0.0,81.0,716.0,716.0,1556.0,1,2,6,1,452.0,161.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
70.0,1972,0.0,138.0,882.0,882.0,882.0,1,1,5,0,461.0,96.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
98.0,1950,0.0,645.0,915.0,1167.0,1167.0,0,1,6,1,495.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,2.0
89.0,2008,714.0,1204.0,1800.0,1800.0,1800.0,1,2,6,1,944.0,210.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,3.0,3.0,4.0,2.0,2.0
24.0,1975,0.0,514.0,855.0,855.0,1456.0,0,2,6,1,440.0,173.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
68.0,2002,95.0,0.0,831.0,831.0,1660.0,0,2,7,0,493.0,144.0,68.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,2.0,2.0
69.06,1992,170.0,0.0,384.0,812.0,1482.0,0,2,7,1,392.0,100.0,25.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,3.0,2.0,2.0
69.06,1984,136.0,299.0,1190.0,1522.0,1522.0,0,2,7,1,552.0,0.0,77.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,4.0,2.0,2.0
113.0,2008,246.0,1758.0,2190.0,2036.0,2036.0,1,2,9,1,780.0,90.0,154.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,3.0,4.0,2.0,2.0
82.0,1991,0.0,55.0,1582.0,1595.0,1595.0,1,2,5,0,672.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
65.0,2005,172.0,0.0,891.0,891.0,1686.0,0,2,8,0,462.0,144.0,101.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,4.0,2.0,2.0
78.0,1998,200.0,1309.0,1344.0,1344.0,1344.0,2,2,8,0,784.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,4.0,4.0,2.0,2.0
69.06,1970,0.0,149.0,1652.0,1652.0,1652.0,0,2,8,0,928.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,2.0
60.0,1956,0.0,0.0,832.0,832.0,1337.0,0,1,5,0,263.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
102.0,1992,143.0,0.0,570.0,1222.0,1920.0,0,3,8,1,487.0,0.0,98.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,3.0,2.0,2.0
69.06,2004,205.0,662.0,848.0,848.0,848.0,1,1,3,0,420.0,140.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,4.0,2.0,2.0
24.0,1975,0.0,435.0,1057.0,1055.0,1055.0,0,2,4,1,440.0,0.0,27.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
69.06,1997,0.0,1003.0,1291.0,1291.0,1291.0,1,1,6,1,431.0,307.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,4.0,2.0,2.0
60.0,2003,0.0,0.0,624.0,720.0,720.0,0,1,5,0,484.0,106.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,2.0,2.0
21.0,1973,0.0,462.0,462.0,526.0,988.0,1,1,5,0,297.0,120.0,101.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
78.0,2005,0.0,312.0,1067.0,986.0,1523.0,1,2,7,1,295.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,1.0,2.0,2.0
65.0,2004,0.0,0.0,864.0,864.0,1728.0,0,2,7,0,572.0,187.0,56.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,2.0,2.0
22.0,1995,0.0,560.0,1230.0,1239.0,1239.0,1,1,4,1,477.0,172.0,24.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,3.0,4.0,2.0,2.0
75.0,1958,162.0,330.0,1151.0,1151.0,1955.0,0,2,7,0,356.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,2.0,2.0
75.0,1950,0.0,275.0,704.0,860.0,1564.0,0,1,7,1,234.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,4.0,2.0,2.0
62.0,1954,0.0,0.0,416.0,1204.0,1204.0,0,1,6,0,312.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,2.0,2.0
81.0,1958,108.0,923.0,1329.0,1329.0,1329.0,0,1,6,0,312.0,393.0,36.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,2.0
75.0,1975,0.0,330.0,864.0,879.0,879.0,0,1,5,0,440.0,0.0,80.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
60.0,1950,0.0,0.0,721.0,841.0,841.0,0,1,4,0,294.0,250.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,2.0,2.0
50.0,1950,0.0,0.0,784.0,900.0,1312.0,0,1,6,0,649.0,0.0,28.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,4.0,2.0,2.0
60.0,1950,0.0,319.0,735.0,1134.0,2058.0,0,1,8,1,396.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,1.0,1.0,1.0
69.06,1984,0.0,1036.0,1220.0,1360.0,1360.0,1,1,4,1,565.0,63.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,2.0,3.0,3.0,2.0,2.0
69.06,2003,240.0,1538.0,1778.0,1786.0,1786.0,1,2,6,1,715.0,182.0,35.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,3.0,4.0,2.0,2.0
69.06,1971,252.0,416.0,825.0,1097.0,1993.0,0,2,8,1,495.0,0.0,66.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,3.0,2.0,2.0
50.0,1950,0.0,0.0,951.0,986.0,1362.0,0,2,7,0,280.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,1.0,2.0
65.0,2007,100.0,812.0,1092.0,1112.0,1550.0,1,2,7,0,438.0,0.0,168.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,4.0,2.0,2.0
40.0,1962,0.0,0.0,1140.0,1696.0,1696.0,0,1,8,1,349.0,0.0,30.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,2.0
21.0,1970,0.0,408.0,546.0,546.0,1092.0,0,1,5,0,286.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
61.0,2005,412.0,456.0,1752.0,1752.0,1752.0,1,2,6,1,576.0,196.0,82.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0,4.0,2.0,2.0
63.0,2006,184.0,205.0,1094.0,1102.0,2473.0,0,2,11,1,675.0,246.0,39.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,2.0,4.0,4.0,2.0,2.0
122.0,2007,0.0,0.0,1800.0,1800.0,1800.0,0,2,7,0,702.0,288.0,136.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,2.0,2.0
91.0,1994,320.0,228.0,1080.0,1108.0,2197.0,1,2,9,1,783.0,385.0,99.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,4.0,2.0,2.0
69.06,1950,0.0,360.0,720.0,854.0,1382.0,0,1,7,0,660.0,237.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,2.0
63.0,2004,0.0,0.0,847.0,847.0,1733.0,0,2,7,1,433.0,144.0,48.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,2.0,2.0
72.0,2008,0.0,0.0,1402.0,1402.0,1402.0,0,2,7,0,625.0,205.0,126.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,4.0,2.0,2.0
62.0,1984,0.0,516.0,864.0,887.0,887.0,0,1,5,0,288.0,140.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
80.0,1968,0.0,758.0,1051.0,1051.0,1051.0,1,1,6,0,504.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,2.0,2.0
69.0,1950,0.0,305.0,755.0,755.0,1510.0,0,1,6,0,216.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,4.0,2.0,2.0
87.0,1973,564.0,0.0,1656.0,1656.0,1656.0,0,2,8,0,506.0,0.0,211.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,2.0
69.06,1976,0.0,120.0,1078.0,958.0,958.0,0,2,5,1,440.0,0.0,205.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,2.0
84.0,1968,0.0,812.0,1040.0,1040.0,1040.0,1,1,5,0,686.0,188.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
53.0,2003,0.0,0.0,661.0,661.0,1250.0,0,2,8,1,552.0,242.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,4.0,2.0,2.0
78.0,2003,74.0,0.0,585.0,1140.0,1868.0,0,3,7,1,477.0,268.0,112.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,4.0,2.0,2.0
69.06,1994,0.0,0.0,844.0,1445.0,2134.0,0,2,10,0,441.0,0.0,60.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,3.0,3.0,2.0,2.0
69.06,1999,298.0,772.0,992.0,1022.0,2060.0,1,2,8,1,390.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,2.0,2.0
68.0,1998,0.0,0.0,901.0,861.0,1378.0,0,1,6,0,162.0,54.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,1.0,1.0
69.06,1975,149.0,1159.0,1249.0,1622.0,1622.0,1,1,7,1,1356.0,439.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,4.0,2.0,2.0
112.0,2007,99.7,745.0,955.0,955.0,1880.0,1,2,8,1,880.0,168.0,127.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,2.0,3.0,4.0,2.0,2.0
69.06,1986,0.0,0.0,1074.0,1088.0,1088.0,0,1,5,0,461.0,0.0,74.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,3.0,4.0,2.0,2.0
70.0,1959,0.0,369.0,1040.0,1040.0,1040.0,0,1,6,0,286.0,140.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
55.0,1996,0.0,0.0,602.0,900.0,1502.0,0,1,7,2,180.0,96.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,2.0,2.0,2.0,2.0
21.0,1971,604.0,358.0,483.0,483.0,987.0,0,1,5,0,264.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
75.0,1958,105.0,513.0,588.0,1095.0,1095.0,1,1,6,0,264.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
24.0,2004,50.0,0.0,970.0,970.0,1709.0,0,2,7,0,380.0,0.0,40.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.0,3.0,4.0,2.0,2.0
70.0,1993,0.0,758.0,836.0,844.0,1731.0,1,2,7,0,462.0,307.0,85.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,3.0,4.0,2.0,2.0
69.06,2001,0.0,648.0,648.0,960.0,960.0,1,0,3,0,364.0,88.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,4.0,4.0,2.0,2.0
85.0,1975,0.0,550.0,713.0,811.0,1552.0,1,2,6,1,434.0,209.0,208.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
75.0,2007,428.0,0.0,1795.0,1795.0,1795.0,0,2,7,1,895.0,0.0,49.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2.0,3.0,4.0,2.0,2.0
63.0,1991,0.0,458.0,624.0,624.0,1274.0,0,1,6,0,576.0,22.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,2.0,2.0
50.0,1950,0.0,264.0,572.0,848.0,1196.0,0,1,6,2,576.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0,3.0,4.0,2.0,2.0
50.0,2001,0.0,0.0,560.0,704.0,704.0,0,1,4,0,220.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,4.0,2.0,2.0
119.0,1955,0.0,648.0,972.0,972.0,972.0,0,1,5,0,305.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
78.0,1950,0.0,0.0,912.0,912.0,1458.0,0,1,6,1,330.0,192.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
109.0,1963,332.0,0.0,1008.0,1008.0,1008.0,0,1,5,0,430.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,2.0,2.0,2.0
90.0,2007,452.0,48.0,1822.0,1828.0,1828.0,0,2,9,1,774.0,0.0,108.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,3.0,3.0,4.0,2.0,2.0
50.0,2000,0.0,0.0,698.0,786.0,1176.0,0,1,4,0,624.0,210.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2.0,3.0,2.0,2.0,2.0
70.0,1999,164.0,0.0,1057.0,1057.0,1057.0,0,1,6,0,288.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,3.0,2.0,2.0
91.0,1995,660.0,1696.0,2109.0,2113.0,2113.0,1,2,7,1,839.0,236.0,46.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,2.0,2.0
65.0,1975,0.0,373.0,943.0,1387.0,1387.0,1,1,6,1,300.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.0,2.0,2.0,2.0
118.0,2006,365.0,0.0,1704.0,1722.0,2758.0,0,2,9,1,814.0,282.0,55.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,4.0,2.0,2.0
